	r_cntr	object_id	raj2000	dej2000	e_raj2000	e_dej2000	smss_j	mean_epoch	rms_epoch	glon	glat	flags	nimaflags	ngood	ngood_min	nch_max	density	u_flags	u_nimaflags	u_ngood	u_nch	u_nclip	v_flags	v_nimaflags	v_ngood	v_nch	v_nclip	g_flags	g_nimaflags	g_ngood	g_nch	g_nclip	r_flags	r_nimaflags	r_ngood	r_nch	r_nclip	i_flags	i_nimaflags	i_ngood	i_nch	i_nclip	z_flags	z_nimaflags	z_ngood	z_nch	z_nclip	class_star	flags_psf	radius_petro	u_psf	e_u_psf	u_rchi2var	u_petro	e_u_petro	v_psf	e_v_psf	v_rchi2var	v_petro	e_v_petro	g_psf	e_g_psf	g_rchi2var	g_petro	e_g_petro	r_psf	e_r_psf	r_rchi2var	r_petro	e_r_petro	i_psf	e_i_psf	i_rchi2var	i_petro	e_i_petro	z_psf	e_z_psf	z_rchi2var	z_petro	e_z_petro	ebmv_sfd	prox	prox_id	dr1_id	dr1_dist	twomass_key	twomass_dist	allwise_cntr	allwise_dist	ucac4_mpos	ucac4_dist	refcat2_id	refcat2_dist	ps1_dr1_id	ps1_dr1_dist	galex_guv_id	galex_guv_dist	gaia_dr2_id1	gaia_dr2_dist1	gaia_dr2_id2	gaia_dr2_dist2
☄	92.26	406586077	218.43571	-78.078074	36	36	143344.57-780441.0	57199.4298	0.0	308.26288	-16.278772	1	0	1	1	1	3.0			0		0			0		0			0		0			0		0	1	0	1	1	0			0		0	0.596	0	7.92																					18.7501	0.0225	0.0	18.8617	0.1469						0.1181	8.6	406586076	246421266	8.53	1203886302	8.95	2160078801351053539	10.52	2855041	10.58	534214987	0.39					5785783567230351232	0.39	5785783670309569408	8.47
☄	92.59	406586199	218.619247	-78.092488	48	34	143428.61-780532.9	57127.0477	181.4775	308.293	-16.307192	2	0	16	2	1	2.0			0		0			0		0	0	0	2	1	0	0	0	4	1	0	0	0	5	1	0	2	0	5	1	1	0.955	0	7.09											17.4562	0.0529	17.407	17.5913	0.2006	16.9783	0.0089	0.816	16.9485	0.1291	16.4722	0.0119	2.93	16.2577	0.0406	16.2352	0.0174	3.952	15.9209	0.0479	0.1181	4.7	406586200	246421358	0.08	888892443	0.06	2160078801351053801	1.03			143508147	0.13					5785782884337276288	0.13	5785782880038813440	4.8
☄	93.63	406586200	218.622269	-78.093643	175	36	143429.34-780537.1	57335.0599	691.0684	308.2931	-16.3085	3	0	2	2	1	3.0			0		0			0		0			0		0			0		0			0		0	3	0	2	1	0	0.658	1	8.58																										17.3557	0.0176	0.945	17.2074	0.128	0.1181	4.7	406586199	246421359	0.14	888892447	0.29	2160078801351053801	3.69			534215374	0.09					5785782880038813440	0.09	5785782884337276288	4.79
☄	95.37	406586256	218.554963	-78.123951	46	24	143413.19-780726.2	57361.5751	355.6842	308.26715	-16.33066	0	0	10	1	1	1.0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0	0	4	1	0	0	0	4	1	0	0.978	0	8.87											17.8284	0.0479	0.0	17.7842	0.1762	17.6527	0.0195	0.0	17.6247	0.1958	17.5407	0.0133	3.056	17.6325	0.0305	17.4494	0.0153	3.69	17.4099	0.0445	0.1232	15.0		246421396	0.29	1203886460	0.14	2160078801351055241	0.26			282450955	0.08					5785782536438146432	0.08		
☄	96.81	406586076	218.441334	-78.075988	36	36	143345.92-780433.5	57199.4312	0.0	308.26486	-16.277327	0	0	1	1	1	3.0			0		0			0		0			0		0			0		0			0		0	0	0	1	1	0	0.586	0	7.26																										17.8628	0.0144	0.0	17.464	0.0888	0.1181	8.6	406586077	246421266	0.4	1203886302	0.53	2160078801351053539	11.52	2855041	11.52	534215006	0.14					5785783670309569408	0.14	5785783670309570304	6.01
☄	96.9	406586422	218.460426	-78.125652	80	505	143350.50-780732.3	57081.7539	171.5413	308.2479	-16.32441	0	0	3	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0.49	0	6.82																					18.2343	0.1447	0.0	17.1708	0.0585	17.6726	0.0529	0.256	17.2549	0.6005	0.1232	13.7	406586423	246421518	0.83	1203886467	1.12	2160078801351053825	0.83			534215040	1.17					5785782368936147456	1.17	5785782368936147200	2.34
☄	98.56	406586257	218.516689	-78.12716	36	36	143404.00-780737.7	57199.427	0.0	308.2583	-16.330433	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.504	0	5.94																					19.0714	0.0131	0.0	19.0739	0.1016						0.1232	15.0										849012095	0.23					5785782536438144640	0.23		
☄	99.41	406586067	218.499188	-78.072386	25	32	143359.80-780420.5	57315.2477	400.6307	308.27777	-16.278816	0	0	7	1	1	1.0			0		0			0		0			0		0	0	0	1	1	0	0	0	3	1	1	0	0	3	1	1	0.977	0	7.63																17.7498	0.0592	0.0	17.376	0.1467	17.5457	0.0117	14.001	17.5996	0.0299	17.3878	0.0152	22.543	17.4619	0.0516	0.1181	15.0		246421260	0.09	1203886287	0.06	2160078801351054658	0.2			282450888	0.1					5785783605891787008	0.1		
☄	99.91	406586234	218.62247	-78.111534	28	28	143429.39-780641.5	57080.6029	128.29	308.28564	-16.32489	0	0	15	3	1	1.0			0		0			0		0	0	0	3	1	0	0	0	4	1	0	0	0	3	1	1	0	0	5	1	1	0.981	0	5.52											16.9349	0.0342	15.547	16.8852	0.0888	16.3192	0.0097	1.9	16.3026	0.0668	15.9377	0.0069	3.882	15.8898	0.0096	15.7442	0.01	6.129	15.7233	0.0282	0.1232	15.0		246421381	0.02	888892512	0.22	2160078801351053761	0.13			44059785	0.09					5785782575099625728	0.09	5785782575094579712	4.19
☄	100.13	406586315	218.36512	-78.100226	16	59	143327.62-780600.8	57128.8234	120.0071	308.23975	-16.293253	0	0	5	2	1	1.0			0		0			0		0			0		0			0		0	0	0	3	1	0	0	0	2	1	0	0.975	0	6.11																					17.6884	0.0325	15.942	17.7043	0.0316	17.6377	0.022	5.63	17.646	0.0872	0.1232	15.0		246421438	0.12			2160078801351055533	0.1			282450738	0.19					5785783189273211648	0.19		
☄	101.33	406586421	218.422935	-78.123242	85	30	143341.50-780723.6	57135.3365	210.114	308.24152	-16.31911	0	0	12	1	1	1.0			0		0			0		0	0	0	1	1	0	0	0	3	1	0	0	0	4	1	0	0	0	4	1	0	0.966	0	8.39											17.8956	0.0621	0.0	17.5182	0.1304	17.4171	0.0569	27.921	17.433	0.1518	17.3127	0.021	6.186	17.1888	0.0617	17.3162	0.0217	6.574	17.1362	0.071	0.1232	15.0		246421517	0.05			2160078801351054749	0.6			282450792	0.18					5785782368941195264	0.18	5785782368941194368	6.39
☄	102.58	406586318	218.3672	-78.107904	36	35	143328.12-780628.4	57199.4291	0.0014	308.23694	-16.300463	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.688	0	6.43																					18.7689	0.0766	30.154	18.9175	0.0894	18.2307	0.0156	0.034	18.3258	0.1298	0.1232	11.1	406586316	246421441	0.85	1203886405	1.03	2160078801351053713	11.18	2845516	11.26	534214846	0.24					5785783193574921216	0.24	5785783193575353472	5.01
☄	102.85	406586191	218.602605	-78.08082	36	36	143424.62-780450.9	57199.427	0.0	308.29462	-16.295128	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.546	0	7.26																					19.1516	0.0277	0.0	19.4627	0.1736						0.1181	15.0										849012173	0.25					5785782880035573248	0.25	5785782884334882560	7.12
☄	102.87	406586086	218.371021	-78.089577	79	61	143329.04-780522.4	57081.753	101.9106	308.24533	-16.283976	0	0	6	3	1	2.0			0		0			0		0			0		0			0		0	0	0	3	1	0	0	0	3	1	0	0.229	0	8.58																					17.4921	0.0642	0.444	16.5623	0.0365	17.247	0.0646	0.006	16.4071	0.0621	0.1232	7.4	406586087	246421274	0.22	1203886337	0.33	2160078801351053838	0.26									5785783262289360768	7.86		
☄	104.3	406586083	218.385643	-78.083189	46	26	143332.55-780459.4	57199.4291	0.0014	308.25085	-16.279325	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.936	0	5.94																					18.3209	0.0163	1.799	18.2526	0.0504	17.811	0.0329	8.289	17.8262	0.1094	0.1232	12.1	406586082	246421271	0.09	1203886323	0.17	2160078801351054395	0.53			534214890	0.32					5785783635949825536	0.32	5785783640248567808	5.65
☄	106.77	406586252	218.611367	-78.118792	57	41	143426.72-780707.6	57315.2478	236.939	308.2804	-16.33061	0	0	7	3	1	2.0			0		0			0		0			0		0			0		0	0	0	3	1	1	0	0	4	1	2	0.976	0	7.04																					17.7649	0.0097	12.301	17.7978	0.0372	17.6685	0.0114	45.501	17.6319	0.066	0.1232	13.2	406586253	246421393	0.18			2160078801351054997	0.07			282451029	0.16					5785782506380146432	0.16	5785782575097237632	4.42
☄	107.88	406586065	218.469863	-78.070687	36	36	143352.76-780414.4	57199.4298	0.0	308.2727	-16.27483	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.518	0	6.6																					18.9057	0.022	0.0	19.1546	0.1213						0.1181	15.0						2160078801351055879	0.13			534215055	0.09					5785783601590095232	0.09	5785783674608702080	8.59
☄	109.18	406586087	218.361226	-78.08999	36	36	143326.69-780523.9	57199.427	0.0	308.24323	-16.283546	1	0	1	1	1	2.0			0		0			0		0			0		0			0		0	1	0	1	1	0			0		0	0.521	2	10.56																					19.2423	0.0211	0.0	19.1668	0.1985						0.1232	7.4	406586086	246421274	7.64	1203886337	7.16	2160078801351053838	7.17									5785783262289360768	0.43		
☄	109.67	406586423	218.44857	-78.128564	36	36	143347.65-780742.8	57199.4298	0.0	308.24435	-16.3261	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.782	0	6.6																					18.6078	0.0115	0.0	18.6819	0.1149						0.1232	13.7	406586422	246421518	13.59	1203886467	13.12	2160078801351054354	8.42			534215020	0.41					5785782368941192192	0.41	5785782364639024896	9.78
☄	110.19	406586201	218.648372	-78.099168	36	36	143435.60-780557.0	57199.427	0.0	308.29593	-16.315727	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.49	0	10.56																					19.2548	0.0258	0.0	19.1832	0.1691						0.1181	15.0																5785782678178844416	0.06		
☄	110.3	406586316	218.354517	-78.106271	19	33	143325.08-780622.5	56990.883	161.2879	308.23514	-16.297922	0	0	9	1	1	3.0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0	0	3	1	0	0	0	3	1	1	0.983	0	5.03											16.9963	0.0124	0.0	16.8726	0.0772	16.2853	0.0208	3.178	16.3284	0.0453	15.77	0.0101	2.427	15.8027	0.0176	15.5239	0.0089	5.546	15.5785	0.0117	0.1232	11.1	406586318	246421439	0.01	1203886397	0.16	2160078801351053713	0.16	2845516	0.32	44059612	0.24					5785783159215183360	0.24	5785783193575353472	7.82
☄	112.25	406586320	218.358142	-78.110834	23	30	143325.95-780639.0	57032.1639	130.4622	308.23395	-16.302404	0	0	7	3	1	3.0			0		0			0		0			0		0			0		0	0	0	3	1	0	0	0	4	1	0	0.982	0	5.12																					16.8076	0.0072	0.558	16.85	0.0343	16.4325	0.0098	2.577	16.4896	0.0246	0.1232	12.5	406586318	246421443	0.06	1203886415	0.31	2160078801351053872	0.16			143507995	0.21					5785783154913462784	0.21	5785783189273198976	10.83
☄	113.83	406586192	218.630948	-78.083579	24	37	143431.42-780500.8	57199.4291	0.0014	308.29904	-16.30001	0	0	4	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.941	0	6.6																					18.4394	0.0153	1.122	18.5831	0.0581	18.3469	0.0824	28.467	18.424	0.2969	0.1181	15.0						2160078801351055276	0.55			534215391	0.09					5785782914395306240	0.09	5785782918694467840	10.79
☄	114.02	406586062	218.530273	-78.068951	64	35	143407.26-780408.2	57199.4284	9.0E-4	308.28534	-16.27825	0	0	3	1	1	4.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.682	0	7.1																					18.8155	0.0584	14.994	18.9852	0.0798	18.6046	0.0331	0.0	18.9951	0.2003	0.1181	9.6	406586070	246421257	12.83			2160078801351054830	9.4			534215180	0.3					5785783704669309440	0.3	5785783708971002368	9.49
☄	114.17	406586070	218.542807	-78.069542	29	42	143410.27-780410.3	57199.4291	0.0014	308.28757	-16.279833	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.614	0	9.07																					19.0068	0.0119	0.945	19.1083	0.0968	18.4618	0.0129	0.3	18.6153	0.1325	0.1181	8.4	406586061					2160078801351054830	0.53			849012122	0.13					5785783708971002368	0.13	5785783708971511296	6.08
☄	114.18	406586071	218.567044	-78.071463	75	31	143416.09-780417.2	57199.4291	0.0014	308.29153	-16.283606	0	0	4	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.917	0	6.77																					18.381	0.0427	20.539	18.4842	0.0839	18.0909	0.0699	18.603	18.2475	0.1553	0.1181	15.0		246421263	0.29	1203886284	0.33	2160078801351054751	0.19			534215246	0.19					5785782948755059200	0.19	5785782948755064320	14.03
☄	115.85	406586066	218.502908	-78.067825	36	36	143400.69-780404.1	57199.427	0.0	308.2804	-16.274948	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.559	0	7.26																					19.0189	0.0156	0.0	19.0003	0.1211						0.1181	8.7	406586059	246421257	8.78			2160078801351055334	8.29			849012082	0.13					5785783704669312512	0.13	5785783704669311872	8.56
☄	116.25	406586082	218.371042	-78.081709	36	36	143329.05-780454.1	57199.427	0.0	308.2486	-16.276764	0	0	1	1	1	4.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.586	0	7.92																					19.1587	0.0233	0.0	19.3381	0.1733						0.1232	9.6	406586081	246421270	9.55	1203886316	9.3	2160078801351054036	9.88			849011927	0.27					5785783635949827840	0.27	5785783640251525120	9.47
☄	117.08	406586448	218.475133	-78.132116	47	22	143354.03-780755.6	57405.2263	278.4926	308.24808	-16.331543	0	0	13	1	1	1.0			0		0			0		0	0	0	1	1	0	0	0	3	1	0	0	0	4	1	0	0	0	5	1	0	0.981	0	6.93											17.8744	0.0512	0.0	18.4977	0.2735	17.3558	0.0258	5.523	17.5353	0.1652	16.8392	0.0269	20.376	16.9828	0.0259	16.6648	0.0198	10.149	16.7543	0.0339	0.1232	15.0		246421536	0.11	1203886487	0.09	2160078801351054071	0.12			143508064	0.09					5785782158481020160	0.09	5785782162780228480	9.23
☄	117.44	406586253	218.615249	-78.122371	36	77	143427.65-780720.5	57175.6309	320.9042	308.27966	-16.334208	0	0	7	3	1	3.0			0		0			0		0			0		0			0		0	0	0	3	1	0	0	0	4	1	0	0.975	0	7.51																					17.7698	0.0181	4.756	17.7239	0.0402	17.6766	0.0112	1.932	17.5718	0.1383	0.1232	11.2	406586258	246421394	0.11	888892565	11.04	2160078801351053866	11.2			282451033	0.2					5785782506380145280	0.2	5785782506378042240	2.49
☄	117.58	406586059	218.514422	-78.067475	66	28	143403.46-780402.9	57199.4291	0.0014	308.28284	-16.275583	0	0	4	2	1	4.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.729	0	7.42																					18.7005	0.0233	5.327	18.7621	0.0674	18.5614	0.0198	1.03	18.8119	0.1158	0.1181	8.7	406586066	246421257	0.12			2160078801351055334	0.39			534215140	0.15					5785783704669311872	0.15	5785783704669312512	8.75
☄	117.86	406586254	218.582459	-78.127989	26	35	143419.79-780740.7	57199.4284	9.0E-4	308.27087	-16.336632	0	0	3	1	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.823	0	8.25																					18.6708	0.0176	0.228	18.9457	0.0754	18.5531	0.0223	0.0	18.8292	0.2124	0.1232	15.0										534215283	0.14					5785782467718661632	0.14	5785782467726355968	10.43
☄	118.24	406586237	218.63417	-78.117735	9	41	143432.20-780703.8	57199.4284	9.0E-4	308.2853	-16.331535	0	0	3	1	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.587	0	8.25																					18.7984	0.0642	33.003	18.9097	0.154	18.6758	0.0321	0.0	18.9292	0.1708	0.1232	15.0						2160078801351055136	1.05			534215397	0.16					5785782502078409600	0.16		
☄	118.35	406586424	218.406032	-78.126575	30	46	143337.44-780735.6	57169.3144	253.0137	308.23682	-16.320774	0	0	11	1	1	1.0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0	0	4	1	0	0	0	4	1	0	0.979	0	8.17											18.0163	0.019	0.0	18.1708	0.1297	17.5663	0.0263	3.922	17.485	0.1356	17.2235	0.0421	30.657	17.3338	0.0409	17.1438	0.0267	11.109	17.1279	0.0799	0.1232	15.0		246421519	0.24	1203886473	0.35	2160078801351054627	0.33			282450782	0.25					5785782334581455360	0.25	5785782368941194368	11.42
☄	119.7	406586190	218.617253	-78.077201	42	54	143428.14-780437.9	57199.4284	0.002	308.299	-16.293034	0	0	2	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.644	0	10.23																					19.1826	0.0371	2.855	19.1551	0.1259						0.1181	15.0						2160078801351055540	1.56			849012190	0.6					5785782914395314560	0.6	5785782884334882560	10.42
☄	120.32	406586319	218.343411	-78.108673	35	42	143322.41-780631.2	57199.4291	0.0014	308.23193	-16.299212	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.944	0	6.93																					18.3079	0.0364	13.652	18.3881	0.0573	18.2606	0.0577	18.798	18.4557	0.1274	0.1232	11.9	406586316	246421442	0.39	1203886397	11.79	2160078801351053713	11.79	2845516	11.64	534214809	0.21					5785783154913465216	0.21	5785783159212202112	7.2
☄	121.93	406586308	218.338341	-78.094046	141	26	143321.20-780538.5	57048.1311	153.462	308.23703	-16.285381	0	0	7	1	1	1.0			0		0			0		0			0		0	0	0	1	1	0	0	0	3	1	0	0	0	3	1	0	0.977	0	7.19																17.8366	0.0191	0.0	18.153	0.143	17.4645	0.0108	2.277	17.462	0.0255	17.3195	0.0111	0.613	17.3614	0.127	0.1232	15.0		246421431	0.2	1203886353	0.57	2160078801351054663	0.14			282450693	0.39					5785783262294401024	0.39	5785783257992275200	14.14
☄	122.02	406586061	218.541782	-78.067223	36	36	143410.02-780402.0	57199.427	0.0	308.28833	-16.277624	0	0	1	1	1	4.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.501	0	8.58																					19.3745	0.0153	0.0	19.4023	0.1792						0.1181	8.4	406586070	246421258	8.42	1203886259	8.32	2160078801351054830	7.85			143508101	8.31					5785783708968442624	0.14	5785783708968442752	8.07
☄	122.54	406586451	218.513743	-78.13392	58	39	143403.29-780802.1	57379.646	326.9774	308.25488	-16.336382	0	2	15	2	1	1.0			0		0			0		0	0	0	2	1	0	0	0	3	1	1	0	2	5	1	0	0	0	5	1	1	0.979	0	6.4											17.3165	0.0154	1.126	17.2218	0.1178	16.6615	0.0102	5.492	16.5732	0.1206	16.0713	0.0096	0.828	15.8853	0.0143	15.8187	0.0074	3.421	15.6839	0.0275	0.1232	15.0		246421538	0.15	1203886492	0.47	2160078801351053738	0.15			143508085	0.13					5785782162782759552	0.13	5785782162777710208	3.67
☄	123.65	406586080	218.368446	-78.078964	18	21	143328.42-780444.2	57008.9433	197.4248	308.24924	-16.274033	2	0	8	1	1	3.0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	2	0	2	1	1	0	0	3	1	1	0.983	0	5.45											16.7511	0.0147	0.0	16.5421	0.0746	16.372	0.0106	0.161	16.4502	0.0719	16.1125	0.0074	19.351	16.1405	0.0107	16.0412	0.009	6.986	16.0759	0.0156	0.1232	7.7	406586081	246421269	0.06	1203886312	0.1	2160078801351054036	0.34			143508001	0.19					5785783635949832064	0.19	5785783640246485248	7.25
☄	123.88	406586198	218.659537	-78.089946	12	17	143438.28-780523.8	57073.6696	99.3311	308.302	-16.308218	0	10	24	3	1	1.0	0	3	3	1	1	0	0	4	1	0	0	3	3	1	0	0	3	4	1	0	0	0	4	1	0	0	1	6	1	0	0.988	0	4.2	15.0065	0.009	35.026	15.0198	0.0231	14.6383	0.0107	4.003	14.6235	0.0333	13.4474	0.0061	0.749	13.446	0.0068	13.1288	0.0078	2.18	13.1341	0.0058	12.9356	0.0053	0.084	12.9473	0.0054	12.8859	0.0043	0.095	12.8963	0.0093	0.1181	15.0		246421357	0.07	888892432	0.36	2160078801351053514	0.17	2851226	0.38	44059807	0.11					5785782712538584832	0.11	5785782918697016064	14.74
☄	124.68	406586258	218.613947	-78.125467	25	30	143427.34-780731.6	57197.0657	165.5222	308.2781	-16.336933	3	0	17	2	1	5.0			0		0			0		0	0	0	2	1	1	0	0	5	1	0	3	0	4	1	2	0	0	6	1	1	0.981	0	6.28											17.4443	0.0158	58.778	17.5532	0.1093	16.8292	0.0241	12.216	16.754	0.1485	16.4825	0.0078	14.781	16.2705	0.0254	16.2162	0.0053	12.096	16.2477	0.0256	0.1232	6.8	406586260	246421397	0.04	888892565	0.15	2160078801351053866	0.02			143508144	0.07					5785782506380144000	0.07	5785782502078402944	6.74
☄	125.56	406586064	218.441019	-78.067318	43	25	143345.84-780402.3	57199.4305	0.001	308.2684	-16.269354	0	0	2	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.829	0	7.92																					18.4407	0.0128	0.0	18.5212	0.0809	18.4022	0.0212	0.0	18.5709	0.2094	0.1181	8.4	406586036	246421259	0.23	1203886262	7.87	2160078801351054132	8.12			534215005	0.34					5785783670309579648	0.34	5785783670309581568	8.45
☄	125.82	406586081	218.360234	-78.080264	18	68	143326.45-780448.9	57081.753	101.9106	308.24707	-16.274548	3	0	6	3	1	3.0			0		0			0		0			0		0			0		0	3	0	3	1	0	0	0	3	1	0	0.96	3	6.93																					17.7211	0.0194	0.074	17.6531	0.0308	17.5795	0.0397	4.78	17.4038	0.1556	0.1232	7.7	406586080	246421270	0.07	1203886316	0.65	2160078801351054036	7.36			282450726	0.55					5785783640251525120	0.55	5785783640246485248	1.2
☄	126.63	406586084	218.348845	-78.083739	68	141	143323.72-780501.4	57199.4291	0.0014	308.24338	-16.276796	0	0	4	2	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.581	0	7.92																					18.2369	0.0464	0.001	17.8609	0.1259	17.8577	0.0391	0.59	17.6838	0.0923	0.1232	8.6	406586055	246421272	0.12	1203886325	0.39	2160078801351054058	0.46	2853819	9.93	282450695	8.71					5785783257992708224	0.15	5785783262289362944	8.71
☄	127.11	406586259	218.604108	-78.12805	249	278	143424.98-780740.9	57267.3837	198.5698	308.2751	-16.338482	3	0	19	3	1	4.0			0		0			0		0	0	0	3	1	0	0	0	5	1	0	3	0	6	1	0	0	0	5	1	1	0.775	0	7.55											17.3989	0.038	13.158	17.4456	0.1045	17.0897	0.0204	6.178	16.9988	0.0701	16.9755	0.0314	0.235	16.39	0.0224	17.0781	0.0694	4.074	16.3107	0.0311	0.1232	8.6	406586261	246421399	0.57	888892570	2.03	2160078801351053937	1.53			143508135	0.87					5785782506380143360	0.87	5785782502081685504	2.85
☄	127.5	406586235	218.660895	-78.112439	16	22	143438.61-780644.7	57110.765	130.4206	308.2928	-16.32891	3	0	18	3	1	2.0			0		0			0		0	0	0	3	1	0	0	0	4	1	0	3	0	5	1	0	3	0	6	1	0	0.985	0	4.6											15.5577	0.0063	0.746	15.5464	0.0208	15.0778	0.0077	2.056	15.0953	0.0133	14.7657	0.0047	0.363	14.7869	0.0087	14.6469	0.0048	1.21	14.6619	0.0155	0.1232	10.0	406586236	246421382	0.03	888892513	0.35	2160078801351053591	0.18	2843346	0.26	44059810	0.12					5785782609459362560	0.12	5785782609456832384	9.42
☄	129.41	406586449	218.457315	-78.134856	36	36	143349.75-780805.4	57199.4298	0.0	308.24344	-16.332584	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.751	0	5.28																					18.5031	0.0191	0.0	18.7224	0.0938						0.1232	10.4	406586450	246421537	0.23			2160078801351055086	11.14			534215035	0.13					5785782158481016960	0.13	5785782162782759040	10.34
☄	129.45	406586058	218.525335	-78.064423	53	34	143406.08-780351.9	57199.4284	9.0E-4	308.28625	-16.273693	0	0	3	1	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.606	0	8.25																					18.8118	0.034	8.023	18.8957	0.0749	18.6817	0.0284	0.0	18.6849	0.1866	0.1181	11.1	406586060	246421258	11.1	1203886259	11.11	2160078801351054047	10.93			534215165	0.29					5785783704669314688	0.29	5785783704668887680	10.73
☄	129.74	406586060	218.539991	-78.064919	18	45	143409.59-780353.7	57218.9685	152.0875	308.28894	-16.275364	0	1	13	2	1	3.0			0		0			0		0	0	0	2	1	0	0	0	2	1	1	0	1	4	1	0	0	0	5	1	0	0.983	0	5.99											16.9333	0.1064	132.943	16.8981	0.1989	16.5033	0.0099	14.792	16.5092	0.0574	16.2845	0.007	1.52	16.3176	0.0131	16.1941	0.0112	4.667	16.2232	0.0169	0.1181	8.4	406586061	246421258	0.05	1203886259	0.09	2160078801351054047	0.17			143508101	0.13					5785783708971003264	0.13	5785783704668887680	6.25
☄	130.57	406586260	218.615764	-78.127329	36	36	143427.78-780738.3	57199.4284	0.0	308.27768	-16.338789	0	0	1	1	1	4.0			0		0			0		0			0		0			0		0			0		0	0	0	1	1	0	0.492	1	7.92																										18.5822	0.0196	0.0	18.73	0.1556	0.1232	6.8	406586258	246421398	6.69	888892565	6.97	2160078801351053866	6.83			534215360	0.1					5785782502078402944	0.1	5785782506380144000	6.84
☄	130.65	406586231	218.674743	-78.104376	36	36	143441.93-780615.7	57199.427	0.0	308.29892	-16.322685	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.671	0	5.28																					18.8201	0.0153	0.0	18.8163	0.0907						0.1232	15.0						2160078801351055466	9.56			534215473	0.28					5785782605157637248	0.28	5785782609457092736	1.66
