,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,360.71,94759588,192.631954,-41.318493,125,34,125031.66-411906.5,57894.8464,0,0,4,2,1,0.642,,,,,,,,,,,,,,,,,19.3866,0.0433,19.6171,0.1649,18.695,0.0824,18.6103,0.1358,8,94759595
☄,360.91,94759205,192.373474,-41.365411,71,36,124929.63-412155.4,57894.8457,0,0,2,2,1,0.701,,,,,,,,,,,,,,,,,19.3632,0.0231,19.6548,0.1451,,,,,11.4,94759203
☄,361.3,94758753,192.469893,-41.431119,30,44,124952.77-412552.0,57894.3505,0,0,2,1,1,0.547,,,,,,,,,,,,,,,,,19.7235,0.0186,19.8302,0.187,18.9467,0.0359,19.2211,0.1618,15,
☄,361.35,94761429,192.472349,-41.235133,22,24,124953.36-411406.4,57639.5037,3,0,5,1,1,0.98,,,,,,,,,,,,,17.5787,0.0185,17.5503,0.1478,17.4814,0.0129,17.556,0.0409,17.3821,0.0121,17.3997,0.0553,4.9,94761430
☄,361.6,94759595,192.632682,-41.320638,34,36,125031.84-411914.2,57809.7983,0,4,5,2,1,0.941,,,,,,,,,,,,,,,,,18.7377,0.0097,18.7102,0.0889,18.2685,0.0236,18.2051,0.1083,8,94759588
☄,361.86,94758756,192.481865,-41.432926,36,36,124955.64-412558.5,57894.3498,0,0,1,1,1,0.379,,,,,,,,,,,,,,,,,20.0264,0.0605,20.1241,0.2199,,,,,15,
☄,362.11,94761356,192.409404,-41.259273,31,29,124938.25-411533.3,57753.0995,0,0,6,1,1,0.97,,,,,,,,,,,,,18.2543,0.043,18.3772,0.2285,18.1398,0.0079,18.2098,0.041,18.0155,0.0142,17.9847,0.0636,11.4,94761357
☄,363.19,94761365,192.421095,-41.251704,17,35,124941.06-411506.1,57378.1822,3,0,15,2,1,0.987,,,,,,,,,16.2915,0.0109,16.2745,0.0693,15.7969,0.0112,15.7829,0.0252,15.529,0.0068,15.5759,0.008,15.4631,0.0104,15.5243,0.0113,8.2,94761364
☄,363.45,94761373,192.443344,-41.241789,36,36,124946.40-411430.4,57894.3498,0,0,1,1,1,0.499,,,,,,,,,,,,,,,,,19.9177,0.0575,20.3357,0.2838,,,,,15,
☄,363.45,94761428,192.466093,-41.235643,36,36,124951.86-411408.3,57894.3498,0,0,1,1,1,0.792,,,,,,,,,,,,,,,,,19.2864,0.0372,19.9912,0.3939,,,,,9.2,94761426
☄,363.7,94758704,192.434131,-41.421444,25,23,124944.19-412517.1,57426.7998,0,3,14,2,1,0.983,,,,,,,,,17.079,0.0134,17.1978,0.2609,16.6629,0.0434,16.6621,0.0789,16.4106,0.014,16.438,0.0187,16.3457,0.0062,16.3538,0.0205,15,
