,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,1.6,462303112,123.999681,-78.74956,36,36,081559.92-784458.4,58138.6577,0,3,1,1,1,0.935,,,,,,,,,,,,,,,,,17.0485,0.1374,18.1768,0.1161,,,,,9.2,462303111
☄,9.78,462303111,124.011337,-78.748421,36,36,081602.72-784454.3,58138.6574,0,2,1,1,1,0.933,,,,,,,,,,,,,17.0446,0.1294,18.2679,0.1115,,,,,,,,,9.2,462303112
☄,30.62,462303113,123.957541,-78.74807,31,36,081549.80-784453.0,57526.6828,0,0,2,2,1,0.517,,,,,,,,,,,,,,,,,19.4314,0.1286,19.4074,0.1356,,,,,8.8,462303114
☄,32.43,462303165,123.977518,-78.742132,36,36,081554.60-784431.6,58124.6989,0,4,1,1,1,0.873,,,,,,,,,,,,,,,,,16.5009,0.2059,17.7186,0.1133,,,,,12.8,462303166
☄,34.69,462303119,123.967738,-78.757298,36,36,081552.25-784526.2,58124.6989,0,2,1,1,1,0.905,,,,,,,,,,,,,,,,,16.6865,0.1772,17.7206,0.0987,,,,,4.6,462303120
☄,34.8,462303168,123.956551,-78.745356,36,36,081549.57-784443.2,58138.6574,0,3,1,1,1,0.911,,,,,,,,,,,,,16.4951,0.197,17.6853,0.1068,,,,,,,,,9.8,462303113
☄,36.42,462303109,124.009286,-78.759954,28,29,081602.22-784535.8,57431.3365,0,4,29,3,1,0.981,,,,,,,,,18.3296,0.0096,18.3532,0.0179,17.9798,0.0066,17.9753,0.0206,17.7556,0.0152,17.7584,0.022,17.6607,0.0077,17.6929,0.0358,3.8,462303110
☄,36.49,462303120,123.961632,-78.756836,16,23,081550.79-784524.6,57419.4682,0,3,24,3,1,0.981,,,,,,,,,18.7158,0.0179,18.7139,0.0267,18.21,0.006,18.2254,0.0221,17.8296,0.0107,17.8262,0.0281,17.6871,0.0207,17.7507,0.0405,4.6,462303119
☄,37.91,462303110,124.004672,-78.760491,36,36,081601.12-784537.7,58124.6989,0,3,1,1,1,0.946,,,,,,,,,,,,,,,,,16.937,0.1587,18.0341,0.1072,,,,,3.8,462303109
☄,38.7,462303114,123.945375,-78.748593,35,55,081546.89-784454.9,57573.4956,2,0,20,3,1,0.98,,,,,,,,,18.5484,0.017,18.5048,0.0239,18.1637,0.0124,18.1745,0.0319,17.925,0.0094,17.9199,0.0495,17.8671,0.0166,17.9119,0.055,7.5,462303122
☄,40.36,462303108,124.025278,-78.76007,36,36,081606.06-784536.2,58138.6577,0,2,1,1,1,0.927,,,,,,,,,,,,,,,,,16.9396,0.1691,17.8496,0.0864,,,,,11.2,462303109
☄,41.13,462303122,123.941502,-78.750521,48,52,081545.96-784501.8,57496.4869,3,4,16,2,1,0.969,,,,,,,,,19.5393,0.0261,19.6921,0.0643,18.8646,0.0294,18.8755,0.0582,18.4494,0.0217,18.4806,0.0582,18.3188,0.0321,18.4969,0.081,7.5,462303114
☄,41.46,462302821,124.001241,-78.738485,28,32,081600.29-784418.5,57508.0453,0,3,18,2,1,0.979,,,,,,,,,18.8522,0.0074,18.8268,0.0325,18.4532,0.007,18.4944,0.0236,18.1867,0.0175,18.2185,0.031,18.0654,0.0291,18.1615,0.0655,15,
☄,43.6,462303169,123.954224,-78.741821,36,36,081549.01-784430.5,58138.6577,0,3,1,1,1,0.885,,,,,,,,,,,,,,,,,16.9479,0.1324,18.0457,0.096,,,,,7,462303166
☄,43.71,462303166,123.961403,-78.740477,36,36,081550.73-784425.7,0,0,7,0,0,1,0.971,,,,,,,,,,,,,,,,,,,,,,,,,7,462303169
☄,46.17,462303121,123.957562,-78.759798,36,36,081549.81-784535.2,58124.6989,0,3,1,1,1,0.958,,,,,,,,,,,,,,,,,16.7307,0.1796,17.7627,0.0902,,,,,11,462303120
☄,46.7,462302786,124.066074,-78.751456,36,36,081615.85-784505.2,58138.6574,0,3,1,1,1,0.921,,,,,,,,,,,,,16.6417,0.1863,17.8527,0.122,,,,,,,,,5.1,462302785
☄,49.48,462302785,124.070432,-78.750315,21,47,081616.90-784501.1,57448.6843,3,1,22,2,1,0.974,,,,,,,,,17.5271,0.0165,17.298,0.0891,17.0639,0.0123,16.9483,0.0295,16.6492,0.0152,16.5481,0.0319,16.4872,0.0174,16.318,0.0473,5.1,462302786
☄,53.21,462302787,124.052449,-78.73934,36,36,081612.58-784421.6,58138.6574,0,4,1,1,1,0.97,,,,,,,,,,,,,16.9549,0.1805,18.114,0.1164,,,,,,,,,15,
☄,54.08,462303175,123.923019,-78.749707,56,25,081541.52-784458.9,57572.1514,0,0,2,1,1,0.526,,,,,,,,,20.5518,0.0165,20.5682,0.1362,20.345,0.033,20.6502,0.1657,,,,,,,,,9.8,462303174
☄,55.03,462303174,123.923202,-78.746981,36,36,081541.56-784449.1,0,0,8,0,0,1,0.649,,,,,,,,,,,,,,,,,,,,,,,,,9.8,462303175
☄,58.15,462302783,124.08255,-78.748773,28,25,081619.81-784455.5,57514.6453,2,35,44,5,1,1,14.353,0.0068,14.3591,0.0057,13.9305,0.0041,13.9307,0.0074,13.0355,0.0062,13.0328,0.0049,12.8096,0.0093,12.804,0.0142,12.7246,0.0049,12.7288,0.0058,12.714,0.0047,12.7205,0.0068,10.2,462302785
☄,60.06,462303107,124.041635,-78.764575,24,39,081609.99-784552.4,57585.4802,0,4,60,2,1,0.984,18.4412,0.1109,18.6661,0.103,18.2718,0.0152,18.221,0.092,17.0529,0.0189,17.0562,0.0125,16.7256,0.0051,16.7249,0.0181,16.5499,0.008,16.5606,0.0127,16.4859,0.0073,16.4683,0.0158,15,
☄,63.63,462302817,124.03668,-78.73384,232,137,081608.80-784401.8,57526.6828,0,0,2,2,1,0.489,,,,,,,,,,,,,,,,,19.7115,0.039,19.8123,0.1401,,,,,15,
☄,63.91,462302822,123.978954,-78.73273,48,34,081554.94-784357.8,57549.4174,0,0,4,2,1,0.62,,,,,,,,,,,,,19.9466,0.0124,19.8581,0.0799,19.3428,0.0309,19.0628,0.167,,,,,15,
☄,64.79,462303117,123.973916,-78.767264,23,24,081553.73-784602.1,57565.0983,0,3,57,1,1,0.983,18.5567,0.0259,18.5569,0.1451,18.351,0.009,18.2433,0.0991,17.0108,0.0047,17.0165,0.0094,16.6472,0.0057,16.6656,0.0089,16.4604,0.0053,16.4952,0.0151,16.3988,0.0048,16.4175,0.0228,15,
☄,65.16,462303123,123.920675,-78.7594,24,36,081540.96-784533.8,57463.265,0,0,24,3,1,0.979,,,,,,,,,19.7815,0.0185,19.8165,0.0565,18.8704,0.0145,18.8713,0.0475,17.6361,0.0072,17.6634,0.0207,17.1985,0.0055,17.2215,0.0282,15,
☄,66.13,462303116,123.996407,-78.768357,36,36,081559.13-784606.0,58138.6577,0,4,1,1,1,0.848,,,,,,,,,,,,,,,,,16.9398,0.1721,18.0415,0.1139,,,,,12.5,462303115
☄,68.26,462303170,123.921198,-78.73891,26,31,081541.08-784420.0,57457.5762,0,3,28,4,1,0.983,,,,,,,,,18.1962,0.007,18.2386,0.0203,17.2916,0.0187,17.3197,0.0141,16.5096,0.0046,16.5295,0.0101,16.2072,0.0062,16.2457,0.0214,10.7,462303171
