,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,270.85,274698208,274.427797,-4.866464,224,259,181742.67-045159.2,56972.7568,0,0,2,1,1,0.618,,,,,,,,,,,,,,,,,18.0797,0.0499,17.8844,0.1918,17.5355,0.0352,17.8411,0.1969,6.1,274698207
☄,271,274681117,274.426774,-4.943825,104,94,181742.42-045637.7,56972.7568,0,0,2,1,1,0.502,,,,,,,,,,,,,,,,,18.1452,0.0248,18.3256,0.197,17.4922,0.0249,17.6671,0.1331,15,
☄,271.03,274680879,274.410071,-4.962745,36,36,181738.41-045745.8,56763.7892,0,0,1,1,1,0.739,,,,,,,,,,,,,,,,,17.6902,0.0354,17.6141,0.1231,,,,,3.8,274680880
☄,271.05,274698210,274.426567,-4.864324,172,78,181742.37-045151.5,56972.7568,3,0,2,1,1,0.745,,,,,,,,,,,,,,,,,17.7615,0.0391,18.0273,0.1236,17.1966,0.0377,17.7253,0.1844,4.7,274698209
☄,271.12,274680623,274.301248,-4.948383,36,36,181712.29-045654.1,56763.7892,0,0,1,1,1,0.511,,,,,,,,,,,,,,,,,18.375,0.0461,18.7273,0.2218,,,,,10.9,274680553
☄,271.5,274698270,274.369237,-4.829132,52,72,181728.61-044944.8,57303.3537,0,3,4,2,1,0.952,,,,,,,,,,,,,,,,,17.0627,0.0351,17.258,0.0842,16.3448,0.0102,16.5028,0.0407,7.6,274698269
☄,271.61,274681182,274.438109,-4.908406,88,75,181745.14-045430.2,56972.7568,1,0,2,1,1,0.801,,,,,,,,,,,,,,,,,17.8336,0.0421,17.917,0.1668,17.048,0.021,16.7779,0.1157,5,274681204
☄,271.66,274680488,274.338237,-4.975735,25,57,181721.17-045832.6,56972.7568,0,0,2,1,1,0.977,,,,,,,,,,,,,,,,,17.1348,0.0241,17.3554,0.1059,16.3857,0.0128,16.4662,0.0601,7.1,274680492
☄,271.7,274680621,274.286782,-4.902096,35,120,181708.82-045407.5,57118.1247,2,0,4,2,1,0.975,,,,,,,,,,,,,,,,,16.6204,0.0242,16.569,0.2153,15.843,0.0247,15.8804,0.1175,6.2,274680620
☄,271.79,274697963,274.329678,-4.836204,131,218,181719.12-045010.3,57483.2085,0,2,3,3,1,0.871,,,,,,,,,,,,,,,,,,,,,16.9495,0.0488,17.2146,0.0726,11.1,274697961
☄,271.96,274680862,274.404269,-4.967298,36,36,181737.02-045802.2,56763.7892,0,0,1,1,1,0.546,,,,,,,,,,,,,,,,,17.9217,0.0284,17.8312,0.2173,,,,,9.7,274680876
☄,272.18,274680606,274.287844,-4.917792,95,35,181709.08-045504.0,57118.1247,0,0,4,2,1,0.971,,,,,,,,,,,,,,,,,16.8033,0.0111,16.8851,0.0629,16.0856,0.0274,16.1708,0.0793,7.3,274680607
☄,272.23,274698140,274.41041,-4.845601,58,125,181738.49-045044.1,57323.7957,3,2,4,2,1,0.957,,,,,,,,,,,,,,,,,16.6828,0.0825,16.7409,0.0953,16.0775,0.0113,15.996,0.0742,6.9,274698139
☄,272.23,274697788,274.305559,-4.854257,36,36,181713.33-045115.3,56763.7892,0,0,1,1,1,0.499,,,,,,,,,,,,,,,,,18.4198,0.0353,18.6559,0.2228,,,,,7.1,274697790
☄,272.5,274697663,274.294419,-4.870658,78,43,181710.66-045214.3,57083.2965,0,0,6,1,1,0.982,,,,,,,,,17.5179,0.0155,17.5859,0.1337,16.3196,0.0143,16.3123,0.0787,15.3735,0.0239,15.4164,0.0273,14.8193,0.0096,14.8431,0.0182,10.5,274697661
☄,272.54,274680464,274.327462,-4.971427,83,40,181718.59-045817.1,57083.2965,0,0,6,1,1,0.991,,,,,,,,,17.384,0.0174,17.3041,0.1239,16.0424,0.0123,16.0439,0.0767,14.6975,0.0077,14.7432,0.0132,13.9951,0.0378,14.0116,0.01,9.3,274680489
☄,272.69,274697977,274.351015,-4.829371,47,36,181724.24-044945.7,57316.6407,0,0,3,1,1,0.894,,,,,,,,,,,,,,,,,17.4096,0.027,17.6104,0.1436,16.8511,0.0118,16.8386,0.0715,11.2,274697976
☄,273.02,274697790,274.306713,-4.852658,46,239,181713.61-045109.5,57384.0989,0,0,2,1,1,0.511,,,,,,,,,,,,,,,,,18.407,0.0919,18.977,0.3369,17.7399,0.0173,17.6555,0.1361,7.1,274697788
☄,273.07,274697792,274.313622,-4.846095,25,35,181715.26-045045.9,57316.6407,0,2,3,1,1,0.719,,,,,,,,,,,,,,,,,17.8975,0.0493,18.0014,0.1683,17.2703,0.0122,17.2155,0.0857,12.6,274697793
☄,273.27,274698285,274.39734,-4.836746,35,36,181735.36-045012.2,57303.3537,0,0,4,1,1,0.905,,,,,,,,,,,,,,,,,17.2321,0.0187,17.1221,0.1229,16.8531,0.0107,17.0394,0.0581,13.2,274698287
☄,273.4,274681172,274.438208,-4.913072,142,106,181745.16-045447.0,56972.7568,0,0,2,1,1,0.558,,,,,,,,,,,,,,,,,17.9429,0.0483,17.8166,0.1607,17.5683,0.0195,17.6895,0.2103,8.7,274681171
☄,273.57,274697658,274.289832,-4.881171,43,32,181709.55-045252.2,57147.1981,0,0,5,1,1,0.981,,,,,,,,,,,,,17.2933,0.0236,17.6263,0.1583,16.0629,0.0567,16.0621,0.0335,15.4117,0.0154,15.3966,0.023,14,274697659
☄,274.9,274680465,274.322015,-4.969088,36,36,181717.28-045808.7,56763.7892,0,0,1,1,1,0.449,,,,,,,,,,,,,,,,,18.3429,0.0558,18.5135,0.185,,,,,15,
☄,275.3,274680812,274.360018,-4.980681,22,81,181726.40-045850.4,57147.1981,0,0,5,1,1,0.98,,,,,,,,,,,,,17.0373,0.0197,17.335,0.1806,16.0652,0.0111,16.1125,0.0635,15.4853,0.0091,15.4727,0.1058,8.8,274680813
☄,275.66,274697971,274.336669,-4.832134,26,36,181720.80-044955.6,57316.6407,0,2,3,1,1,0.934,,,,,,,,,,,,,,,,,17.2111,0.0146,17.3413,0.1148,16.3946,0.0093,16.527,0.046,9.9,274697970
