	r_cntr	object_id	raj2000	dej2000	e_raj2000	e_dej2000	smss_j	mean_epoch	flags	nimaflags	ngood	ngood_min	nch_max	class_star	u_psf	e_u_psf	u_petro	e_u_petro	v_psf	e_v_psf	v_petro	e_v_petro	g_psf	e_g_psf	g_petro	e_g_petro	r_psf	e_r_psf	r_petro	e_r_petro	i_psf	e_i_psf	i_petro	e_i_petro	z_psf	e_z_psf	z_petro	e_z_petro	prox	prox_id
☄	408.94	404545694	246.619795	-72.891976	11	91	162628.75-725331.1	57300.8286	0	0	17	1	1	0.98	17.601	0.0201	17.8081	0.2477					16.0878	0.012	16.0824	0.0488	15.8349	0.0064	15.7949	0.0734	15.6601	0.0082	15.6876	0.0127	15.6221	0.0056	15.6514	0.0168	8.0	404545695
☄	409.86	404591116	246.293511	-73.09663	27	53	162510.44-730547.8	57121.7205	0	0	4	2	1	0.7																	18.4519	0.0185	18.4648	0.1847	18.3212	0.0359	18.4683	0.2302	15.0	
☄	409.86	404590341	246.211246	-72.92382	25	176	162450.69-725525.7	57121.7205	2	0	4	2	1	0.659																	18.432	0.0444	18.1226	0.1941	17.7488	0.0377	17.5744	0.2063	9.5	404590343
☄	409.93	404545788	246.644673	-72.89433	33	25	162634.72-725339.5	57176.1422	0	0	18	4	1	0.971									16.9061	0.0133	16.9761	0.0725	16.5394	0.0079	16.5733	0.0695	16.193	0.0057	16.1937	0.0281	16.0887	0.0198	16.0933	0.0224	9.2	404545789
☄	410.01	404592671	246.498454	-73.113892	29	43	162559.62-730650.0	57114.3668	0	0	12	1	1	0.973									17.953	0.0221	17.8239	0.1802	17.4884	0.0227	17.5543	0.1839	17.0391	0.0106	17.0633	0.0379	16.8206	0.0216	16.9276	0.0652	8.5	404592670
☄	410.41	404591260	246.445694	-73.112899	19	25	162546.96-730646.4	57033.9929	0	0	17	4	1	0.981									16.4518	0.0062	16.4644	0.0314	16.0468	0.0386	16.1215	0.0495	15.7511	0.0056	15.7767	0.0104	15.6706	0.0093	15.7481	0.0145	11.4	404591256
☄	410.76	404592543	246.877172	-73.029645	51	52	162730.52-730146.7	57064.4136	3	0	7	1	1	0.786									18.0408	0.0259	17.9891	0.2516	17.749	0.0135	17.8258	0.1406	17.4209	0.0445	17.183	0.0877	17.2747	0.0103	17.231	0.09	6.2	404592544
☄	411.02	404590424	246.110278	-72.993158	36	36	162426.46-725935.3	57121.7184	0	0	1	1	1	0.485																	18.8696	0.0366	19.2212	0.08					12.6	404590425
☄	411.1	404591255	246.418605	-73.111703	55	108	162540.46-730642.1	57121.7207	3	0	3	1	1	0.647																	18.2896	0.0423	18.0963	0.1968	18.1452	0.0342	17.7122	0.1118	5.8	404591252
☄	411.18	404545321	246.278332	-72.906072	15	20	162506.79-725421.8	57084.3607	0	0	23	3	1	0.982	16.8053	0.0241	16.8766	0.0874	16.4589	0.0245	16.5445	0.0727	15.4848	0.0067	15.5173	0.0153	15.2402	0.0067	15.27	0.0263	15.0785	0.0061	15.0868	0.0079	15.0538	0.0077	15.0785	0.0192	15.0	
☄	411.55	404547395	246.880015	-72.97343	18	68	162731.20-725824.3	56764.697	3	0	4	1	1	0.763									17.6305	0.0179	17.6935	0.1572	17.2736	0.0405	17.0912	0.1035	17.0533	0.0339	16.9818	0.1496	16.8693	0.04	16.7581	0.1481	4.8	404547394
☄	411.63	404590419	246.111251	-72.987881	24	43	162426.70-725916.3	56842.6953	0	0	8	1	1	0.967									17.768	0.0303	17.6161	0.1115	17.3109	0.0208	17.2951	0.1806	17.0101	0.0095	16.9394	0.0306	16.8189	0.0888	16.8036	0.0879	15.0	
☄	412.04	404592703	246.632935	-73.107699	68	47	162631.90-730627.7	57121.7198	0	0	3	1	1	0.678																	18.5594	0.0216	18.5059	0.14	18.4647	0.0445	18.5538	0.1282	9.6	404592705
☄	412.1	404545341	246.437758	-72.886994	131	49	162545.06-725313.1	57042.2069	0	2	10	2	1	0.95									17.6946	0.0343	17.715	0.101	17.4341	0.017	17.4726	0.1366	17.195	0.0103	17.0074	0.0572	17.039	0.0132	16.9987	0.0555	15.0	
