,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,1019.43,504033090,18.310039,-50.377532,36,36,011314.40-502239.1,57962.7818,0,0,1,1,1,0.54,,,,,,,,,20.875,0.1709,20.053,0.1315,,,,,,,,,,,,,15,
☄,1020.52,504027618,18.79355,-50.698792,32,65,011510.45-504155.6,57966.0846,0,1,6,1,1,0.843,,,,,,,,,19.9352,0.0162,19.9675,0.0832,19.9392,0.0176,20.2542,0.1324,19.8636,0.0306,20.1314,0.2766,,,,,15,
☄,1020.61,504027576,18.559066,-50.672894,108,44,011414.17-504022.4,57845.6181,0,20,7,0,1,0.155,,,,,,,,,,,,,17.8614,0.0702,16.7412,0.0161,17.3775,0.0662,16.4062,0.0384,17.0212,0.0673,16.3196,0.0455,15,
☄,1020.91,504027628,18.888097,-50.686338,64,107,011533.14-504110.8,57757.2345,0,0,2,2,1,0.418,,,,,,,,,,,,,,,,,19.6249,0.0479,19.2652,0.1108,,,,,10.3,504027627
☄,1021.08,504027749,18.362824,-50.557252,35,26,011327.07-503326.1,57836.1879,0,6,10,1,1,0.983,,,,,18.8642,0.0571,18.8673,0.0923,17.8468,0.0076,17.8647,0.0268,17.574,0.0075,17.5539,0.0139,17.3945,0.0069,17.4124,0.0243,17.3178,0.0124,17.3201,0.0575,15,
☄,1021.91,504027738,18.383802,-50.578893,24,65,011332.11-503444.0,57753.7684,1,4,6,1,1,0.975,,,,,,,,,20.0385,0.0155,19.8669,0.1238,19.1166,0.0127,18.9846,0.1149,17.8875,0.0086,17.7994,0.0651,17.4575,0.0214,17.6033,0.0487,12.7,504027739
☄,1021.94,504034290,19.171982,-50.326414,28,40,011641.27-501935.0,57811.6781,0,0,11,2,1,0.618,,,,,,,,,19.7805,0.0319,19.5562,0.0557,19.3479,0.0471,18.8851,0.0482,18.943,0.0355,18.5836,0.0693,18.6545,0.0332,18.3441,0.0798,15,
☄,1022.12,504027627,18.884002,-50.687521,19,24,011532.16-504115.0,57850.2195,0,7,11,2,1,0.972,,,,,,,,,19.5617,0.0248,19.6091,0.0452,18.7264,0.0101,18.7814,0.0404,18.1101,0.015,18.1268,0.0362,17.8665,0.0376,18.0033,0.1086,10.3,504027628
☄,1023.11,504027736,18.387174,-50.582516,23,18,011332.92-503457.0,57843.6211,0,22,7,0,1,0.994,16.6209,0.0142,16.6076,0.0421,16.2584,0.0105,16.2943,0.0233,13.8485,0.0105,13.8443,0.0105,,,,,12.5022,0.0105,12.499,0.0105,12.2654,0.0074,12.2776,0.0074,15,
☄,1023.39,504028570,19.106803,-50.587867,95,93,011625.63-503516.3,57881.1697,0,1,5,2,1,0.477,,,,,,,,,,,,,20.2598,0.0424,20.0372,0.1786,19.5562,0.03,19.7553,0.2908,,,,,15,
☄,1024.04,504033860,18.477617,-50.191615,40,47,011354.62-501129.8,57811.403,0,3,11,2,1,0.946,,,,,,,,,19.4427,0.0349,19.0438,0.043,19.114,0.0357,18.7728,0.0465,18.6964,0.0328,18.4618,0.0946,18.5589,0.0314,18.4556,0.0966,15,
☄,1024.76,504033233,18.378166,-50.259484,26,26,011330.75-501534.1,57754.6351,0,4,8,1,1,0.993,,,,,,,,,18.2101,0.0115,18.2079,0.0268,17.3731,0.0119,17.4333,0.0179,16.219,0.0061,16.2426,0.0157,15.7716,0.011,15.8026,0.0098,15,
☄,1024.9,504028503,18.956357,-50.669359,32,24,011549.52-504009.6,57850.2195,0,3,11,2,1,0.764,,,,,,,,,19.3636,0.0211,19.1934,0.0858,19.0399,0.0278,18.7504,0.0459,18.692,0.0315,18.6499,0.0644,18.6203,0.0775,18.531,0.0934,13.6,504028504
