,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,210.82,460714131,152.689784,-80.864886,57,47,101045.54-805153.5,57151.1047,3,5,18,1,1,0.985,17.0406,0.033,17.196,0.1273,16.7506,0.0361,16.982,0.1838,14.8939,0.0089,14.9465,0.0272,14.4119,0.0206,14.4262,0.0141,14.0943,0.0048,14.1007,0.0168,13.98,0.0094,13.9964,0.0183,14.2,460714130
☄,212.16,460714124,152.756142,-80.877732,46,75,101101.47-805239.8,57241.1532,3,1,9,1,1,0.936,,,,,,,,,,,,,17.2606,0.0317,17.089,0.1393,16.9402,0.0305,16.8721,0.0402,16.7528,0.0384,16.5948,0.1028,7.2,460714123
☄,212.49,460713442,152.976854,-80.774424,36,38,101154.44-804627.9,57169.0928,0,0,15,3,1,0.981,,,,,,,,,16.8453,0.0213,16.9507,0.0789,16.2383,0.017,16.2857,0.046,15.8053,0.0063,15.849,0.0121,15.6425,0.0121,15.6554,0.0241,15,
☄,213.11,460714079,153.234481,-80.879334,49,118,101256.27-805245.6,57223.9108,0,0,5,1,1,0.548,,,,,,,,,,,,,18.1741,0.0279,18.2071,0.2042,17.9185,0.0244,17.9195,0.0649,17.6181,0.0279,17.7361,0.1433,15,
☄,213.35,460714379,152.646817,-80.814888,34,100,101035.23-804853.5,57467.5027,0,0,2,2,1,0.477,,,,,,,,,,,,,,,,,18.301,0.0391,18.7168,0.1827,,,,,12.1,460714380
☄,216.38,460714026,153.371051,-80.822636,120,37,101329.05-804921.4,57386.306,0,0,5,2,1,0.601,,,,,,,,,,,,,,,,,17.6869,0.0386,17.6192,0.055,17.1765,0.0407,17.0848,0.0821,15,
☄,216.93,460714103,152.977461,-80.893486,45,46,101154.59-805336.5,57154.4192,0,3,13,3,1,0.979,,,,,,,,,16.9406,0.0173,16.9943,0.0626,16.4307,0.0162,16.483,0.0449,16.105,0.0055,16.0375,0.0354,16.0114,0.0063,16.016,0.0467,15,
☄,217.18,460713406,153.263485,-80.790096,25,59,101303.23-804724.3,57142.5026,3,0,5,1,1,0.778,,,,,,,,,,,,,18.1039,0.0295,18.1459,0.1806,17.5366,0.0637,17.7251,0.0812,17.1495,0.0245,17.1286,0.1435,3.7,460713405
☄,217.74,460713962,153.372718,-80.845047,42,33,101329.45-805042.1,57176.9218,0,0,14,2,1,0.975,,,,,,,,,17.0919,0.0474,17.1071,0.082,16.7742,0.01,16.8538,0.0558,16.5015,0.0137,16.5093,0.0201,16.412,0.0181,16.5418,0.0331,15,
☄,218.92,460714132,152.661911,-80.861722,46,68,101038.85-805142.1,57196.8449,0,0,6,1,1,0.602,,,,,,,,,18.408,0.0236,18.5182,0.1602,18.2848,0.0229,18.4534,0.2796,18.0729,0.0976,17.8156,0.0787,17.8436,0.0623,18.2867,0.2553,15,
☄,219.51,460713405,153.262694,-80.789081,36,36,101303.04-804720.6,57467.5041,0,0,1,1,1,0.229,,,,,,,,,,,,,,,,,17.8364,0.155,16.6679,0.0436,,,,,2.9,460713404
☄,220.6,460713971,153.34612,-80.860228,20,25,101323.06-805136.8,57151.0504,0,0,18,1,1,0.994,17.1018,0.0276,16.914,0.145,16.778,0.0298,16.8448,0.0997,14.5733,0.0148,14.5873,0.0175,13.9735,0.0089,13.9791,0.0209,13.5038,0.0097,13.4821,0.0122,13.2629,0.0048,13.259,0.0181,15,
☄,221.1,460713407,153.212149,-80.782115,36,36,101250.91-804655.6,57467.5013,0,0,1,1,1,0.351,,,,,,,,,,,,,,,,,18.3493,0.0156,18.6289,0.0847,,,,,15,
☄,221.39,460713404,153.26204,-80.788269,38,54,101302.88-804717.7,57142.1949,3,0,10,1,1,0.915,,,,,,,,,18.1948,0.0584,18.7738,0.3245,17.7327,0.0174,17.8123,0.1035,17.2317,0.0262,17.0544,0.1073,17.0701,0.0321,16.853,0.0625,2.9,460713405
☄,221.77,460713443,152.946166,-80.772334,33,34,101147.07-804620.4,57208.6763,0,0,11,1,1,0.938,,,,,,,,,18.0643,0.0485,18.3875,0.2109,17.3724,0.0431,17.4354,0.165,17.0638,0.0085,17.1821,0.0695,16.8893,0.0118,17.0534,0.0588,15,
☄,222.01,460713431,153.158086,-80.777076,36,35,101237.94-804637.4,57264.5095,0,0,4,1,1,0.549,,,,,,,,,,,,,,,,,17.9629,0.0308,17.8671,0.1284,17.7627,0.0233,17.7665,0.188,15,
☄,223.57,460713440,153.004725,-80.771236,88,175,101201.13-804616.4,57146.2827,0,3,19,1,1,0.873,17.2091,0.0137,17.7795,0.3966,16.9023,0.0935,16.7173,0.1042,15.6523,0.048,15.2904,0.0195,15.2841,0.0619,14.9108,0.0418,14.9056,0.0291,14.5934,0.0091,14.8196,0.0273,14.4949,0.0188,15,
☄,223.62,460713402,153.329632,-80.800304,50,30,101319.11-804801.0,57176.8521,0,0,14,1,1,0.971,,,,,,,,,17.793,0.014,17.9606,0.1616,17.0935,0.0097,17.0398,0.1225,16.682,0.007,16.824,0.0246,16.4853,0.0271,16.5847,0.0657,15,
☄,224.91,460714121,152.823727,-80.889184,36,36,101117.69-805321.0,57060.4632,0,0,1,1,1,0.729,,,,,,,,,,,,,17.0288,0.0191,17.0784,0.0975,,,,,,,,,10.8,460714122
☄,225.35,460714380,152.625962,-80.814342,136,200,101030.23-804851.6,57332.174,0,0,3,1,1,0.528,,,,,,,,,,,,,,,,,18.0918,0.0991,17.6595,0.2983,17.7969,0.0381,17.7002,0.1867,8.6,460714381
☄,225.83,460714356,152.771887,-80.782273,36,36,101105.25-804656.1,57060.4632,0,0,1,1,1,0.499,,,,,,,,,,,,,17.429,0.0433,17.6877,0.1664,,,,,,,,,7.5,460714357
☄,226.58,460713445,152.884039,-80.773184,71,42,101132.16-804623.4,57332.1738,0,0,3,1,1,0.508,,,,,,,,,,,,,18.0507,0.021,18.0321,0.1321,18.1535,0.0127,18.4114,0.2119,,,,,15,
☄,226.86,460714027,153.394466,-80.828838,33,62,101334.67-804943.8,57223.7004,0,0,10,1,1,0.859,,,,,,,,,18.1509,0.0304,18.046,0.2065,17.6099,0.0489,17.6638,0.0993,17.4599,0.0259,17.4666,0.082,17.3637,0.019,17.3726,0.0635,15,
☄,230.47,460714095,153.142872,-80.893199,25,43,101234.28-805335.5,57141.9916,0,3,20,2,1,0.997,16.831,0.082,16.8647,0.1274,16.5905,0.048,16.394,0.3085,15.5773,0.0131,15.5943,0.0216,15.2325,0.0135,15.2828,0.0266,15.0411,0.0073,15.0528,0.0195,14.9586,0.0082,14.9758,0.0239,15,
☄,231.41,460714122,152.805023,-80.889664,21,29,101113.20-805322.7,57141.4807,0,6,15,2,1,0.985,14.8917,0.0097,14.8438,0.054,14.4856,0.0157,14.4577,0.0717,12.3832,0.0076,12.3845,0.0075,11.7932,0.0176,11.8092,0.0123,11.3975,0.0079,11.3712,0.0162,11.19,0.0059,11.1701,0.0142,10.8,460714121
☄,231.47,460714013,153.244412,-80.884581,32,239,101258.65-805304.4,57264.5087,0,0,2,2,1,0.565,,,,,,,,,,,,,,,,,18.0949,0.0166,18.0286,0.1344,,,,,15,
☄,231.83,460714357,152.759435,-80.781659,7,39,101102.26-804653.9,57195.8179,0,3,12,2,1,0.982,,,,,,,,,15.4042,0.0292,15.3565,0.0415,14.8886,0.028,14.8602,0.0161,14.5425,0.0062,14.4198,0.0271,14.3667,0.0055,14.2668,0.0285,7.5,460714356
☄,233.31,460714381,152.614664,-80.812756,26,34,101027.51-804845.9,57264.3782,0,0,8,1,1,0.921,,,,,,,,,,,,,18.2724,0.0231,18.393,0.1703,17.4274,0.0097,17.3157,0.0648,17.0593,0.0388,16.9552,0.0533,8.6,460714380
☄,234.18,460714375,152.662633,-80.796841,39,46,101039.03-804748.6,57223.9108,0,0,5,1,1,0.644,,,,,,,,,,,,,18.2972,0.0452,18.6707,0.2307,17.7961,0.014,17.8859,0.0839,17.4938,0.0234,17.3134,0.153,15,
☄,234.61,460713429,153.153067,-80.77293,26,35,101236.73-804622.5,57169.0928,0,0,15,2,1,0.981,,,,,,,,,16.9309,0.0124,16.9851,0.0716,16.388,0.0088,16.3798,0.0577,15.9411,0.0076,15.9775,0.033,15.7882,0.0114,15.7684,0.0194,15,
☄,234.8,460713959,153.409381,-80.834342,67,48,101338.25-805003.6,57223.9108,0,3,5,1,1,0.52,,,,,,,,,,,,,18.107,0.0438,17.9265,0.2016,17.9149,0.0372,18.1595,0.0866,17.6855,0.0416,17.454,0.1712,15,
☄,236.73,460714134,152.66257,-80.871364,51,21,101039.01-805216.9,57196.8449,0,0,6,1,1,0.709,,,,,,,,,18.3714,0.0329,18.4148,0.1467,18.1032,0.0425,18.3693,0.1604,17.8716,0.0489,17.9208,0.1422,17.6486,0.0441,17.5888,0.1782,15,
☄,237.16,460713960,153.41162,-80.839879,22,27,101338.78-805023.5,57079.6966,0,1,17,3,1,0.977,,,,,,,,,16.8596,0.0085,16.8794,0.0448,16.5366,0.0102,16.6205,0.0455,16.2885,0.0104,16.3321,0.0224,16.234,0.0232,16.2481,0.0307,15,
☄,237.61,460714125,152.680946,-80.875579,36,36,101043.42-805232.0,57061.5162,0,0,1,1,1,0.506,,,,,,,,,,,,,,,,,18.1278,0.1069,17.5636,0.1615,,,,,7.1,460714126
☄,238.51,460714422,152.586705,-80.84094,12,20,101020.80-805027.3,57124.8081,0,6,19,2,1,0.987,15.9514,0.0127,15.8574,0.25,15.5849,0.0114,15.5634,0.051,14.6628,0.0117,14.6724,0.0104,14.4169,0.0229,14.4351,0.0092,14.2407,0.0069,14.2479,0.0126,14.1916,0.0055,14.2102,0.0196,15,
☄,238.97,460713401,153.370896,-80.803267,32,33,101329.01-804811.7,57264.5094,1,0,6,1,1,0.798,,,,,,,,,,,,,17.715,0.0289,17.5372,0.1136,17.5309,0.0428,17.5126,0.054,17.3845,0.0189,17.529,0.1047,12.6,460713400
☄,239.17,460714374,152.676544,-80.791542,235,36,101042.37-804729.5,57467.5027,0,0,2,2,1,0.511,,,,,,,,,,,,,,,,,18.2492,0.032,18.0614,0.123,,,,,15,
☄,241.83,460714362,152.711031,-80.784526,64,62,101050.64-804704.2,57304.6869,0,0,5,1,1,0.691,,,,,,,,,,,,,17.6393,0.0389,17.3572,0.1294,17.4833,0.0117,17.6924,0.0533,17.4072,0.0275,17.8784,0.1426,15,
☄,243.38,460713399,153.366479,-80.79943,36,26,101327.95-804757.9,57156.3173,3,3,17,1,1,0.983,,,,,17.0938,0.0311,16.9701,0.1381,15.2038,0.0106,15.2312,0.0182,14.6823,0.0061,14.7112,0.0108,14.3271,0.0062,14.3243,0.0135,14.1851,0.0049,14.1933,0.0205,14,460713401
☄,243.55,460714094,153.168326,-80.895484,40,29,101240.39-805343.7,57162.3302,0,2,12,2,1,0.981,,,,,,,,,16.557,0.0133,16.621,0.0586,16.1235,0.0091,16.1596,0.0333,15.828,0.0079,15.8358,0.0151,15.6957,0.0089,15.7765,0.036,15,
☄,244.28,460714126,152.674556,-80.877257,44,58,101041.89-805238.1,57223.7004,0,0,10,1,1,0.872,,,,,,,,,17.8216,0.0161,17.9567,0.1338,17.4612,0.0289,17.5501,0.0882,17.2962,0.0243,17.0036,0.0937,17.1393,0.0176,17.0738,0.1194,7.1,460714125
☄,245.49,460713400,153.389242,-80.805169,25,25,101333.41-804818.6,57169.0928,0,0,15,2,1,0.883,,,,,,,,,17.2583,0.0219,16.9916,0.3647,16.8352,0.0252,16.6029,0.0554,16.5306,0.0171,16.3377,0.0373,16.3854,0.0268,16.1435,0.0808,12.6,460713401
☄,245.52,460713430,153.125623,-80.768157,47,41,101230.14-804605.3,57264.5094,0,0,6,1,1,0.729,,,,,,,,,,,,,18.0862,0.0134,18.152,0.2309,17.65,0.0166,17.5754,0.1009,17.5335,0.0718,17.5297,0.103,15,
