,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,741.95,460717119,150.094199,-79.991261,34,55,100022.60-795928.5,57264.3782,0,0,8,1,1,0.867,,,,,,,,,,,,,17.8773,0.0138,17.9746,0.1596,17.5861,0.0147,17.7469,0.1432,17.426,0.0383,17.5371,0.1573,15,
☄,742.16,460657792,150.884404,-79.732486,13,25,100332.25-794356.9,57263.2561,0,5,15,2,1,0.99,15.4661,0.0417,15.487,0.0839,15.1519,0.0075,15.1543,0.0294,14.3272,0.0095,14.3384,0.0107,14.0924,0.0083,14.0985,0.0234,13.9071,0.0053,13.8953,0.0204,13.8698,0.0064,13.8698,0.0281,14,460657951
☄,742.22,460716431,150.561707,-80.101193,31,50,100214.80-800604.2,57182.9967,0,0,10,1,1,0.909,,,,,,,,,18.0786,0.0284,18.23,0.1307,17.6587,0.0602,17.8343,0.1148,17.4591,0.0101,17.454,0.0848,17.3463,0.0193,17.4108,0.0701,15,
☄,742.54,460657981,150.600965,-79.755095,45,25,100224.23-794518.3,57163.0132,0,0,4,1,1,0.679,,,,,,,,,,,,,18.1077,0.0175,18.2986,0.2045,17.7391,0.0864,17.8642,0.098,17.7427,0.03,17.6281,0.187,15,
☄,742.97,460656193,151.776549,-79.748015,13,126,100706.37-794452.8,57264.5101,0,0,2,2,1,0.504,,,,,,,,,,,,,,,,,18.1145,0.0114,18.0649,0.1738,,,,,15,
☄,743.26,460656328,152.401033,-79.945255,14,21,100936.24-795642.9,57300.7631,0,6,16,1,1,0.983,17.0962,0.0203,17.0777,0.1293,16.6743,0.0334,17.1332,0.2156,15.3491,0.0291,15.3857,0.0225,14.9732,0.0091,14.9809,0.0128,14.7453,0.0054,14.7476,0.0089,14.6844,0.0091,14.6946,0.0199,15,
☄,743.78,460655995,152.369764,-79.981395,18,25,100928.74-795853.0,57227.8604,0,4,23,2,1,0.989,15.7415,0.0324,15.7578,0.0339,15.4233,0.0154,15.5677,0.0704,14.4754,0.0072,14.46,0.0135,14.1823,0.0071,14.1838,0.0088,14.0503,0.0047,14.0429,0.0099,14.0133,0.0045,14.0037,0.0091,15,
☄,744.28,460656333,152.394013,-79.960151,14,42,100934.56-795736.5,57356.2171,0,0,13,2,1,0.982,,,,,,,,,15.8182,0.0084,15.9079,0.0341,15.2864,0.0101,15.3439,0.0287,14.9247,0.0082,14.9112,0.0088,14.7787,0.0086,14.7819,0.0103,15,
☄,744.85,460715653,151.20404,-80.13668,22,60,100448.96-800812.0,57301.5131,0,0,16,2,1,0.969,,,,,,,,,17.3222,0.0738,17.3853,0.0785,16.9618,0.0495,17.0763,0.1051,16.7166,0.0104,16.7138,0.0414,16.586,0.0197,16.6353,0.0378,15,
☄,745.12,460656273,152.381929,-79.889893,22,29,100931.66-795323.6,57150.5909,0,0,9,2,1,0.982,,,,,,,,,16.4586,0.0469,16.4879,0.0514,15.8603,0.0346,15.8746,0.0289,15.4162,0.0143,15.4592,0.0133,15.2785,0.0082,15.3333,0.0461,15,
