,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,538.82,483459708,286.702091,-64.423146,30,51,190648.50-642523.3,57107.7309,0,0,9,3,1,0.979,,,,,,,,,,,,,,,,,17.8422,0.0092,17.8682,0.0378,17.2337,0.0219,17.3378,0.0255,15,
☄,539.09,483460474,286.797191,-64.621799,34,33,190711.32-643718.4,57180.7632,0,0,3,1,1,0.863,,,,,,,,,,,,,,,,,19.4396,0.0605,19.5564,0.0908,19.35,0.0276,19.441,0.1821,15,
☄,539.35,483477263,287.346778,-64.512965,67,34,190923.22-643046.6,57180.7598,0,0,4,2,1,0.949,,,,,,,,,,,,,,,,,18.7862,0.0351,18.5486,0.053,18.4602,0.039,18.1661,0.0663,7.2,483477262
☄,539.72,483459233,286.711984,-64.584555,348,156,190650.87-643504.3,57180.7591,0,0,2,2,1,0.526,,,,,,,,,,,,,,,,,19.851,0.0624,19.9083,0.1134,,,,,6.4,483459232
☄,539.81,483459706,286.687913,-64.43375,27,61,190645.09-642601.5,57278.752,0,0,6,3,1,0.967,,,,,,,,,,,,,,,,,18.5995,0.0114,18.6845,0.0473,18.0474,0.0115,18.1226,0.0502,10.5,483459707
☄,539.89,483477252,287.330699,-64.547512,23,36,190919.36-643251.0,57180.7598,0,0,4,2,1,0.94,,,,,,,,,,,,,,,,,19.0436,0.0244,19.3514,0.0726,18.5359,0.0175,18.7858,0.1353,7.9,483477251
☄,540.07,483476279,287.075249,-64.353538,29,31,190818.05-642112.7,57180.7598,0,0,4,2,1,0.978,,,,,,,,,,,,,,,,,18.0969,0.0114,18.1656,0.027,17.93,0.0153,17.9723,0.0834,8.9,483476278
☄,540.32,483477262,287.346986,-64.514966,18,23,190923.27-643053.8,57048.1507,0,0,9,1,1,0.984,,,,,,,,,,,,,17.9878,0.0304,17.796,0.1772,16.69,0.0193,16.7374,0.0183,16.1729,0.0061,16.2287,0.0124,7.2,483477263
☄,540.56,483477195,287.249563,-64.60511,101,57,190859.89-643618.3,57180.7598,0,0,4,2,1,0.746,,,,,,,,,,,,,,,,,19.7972,0.0645,19.9265,0.1062,19.3885,0.0479,19.7883,0.226,15,
☄,540.95,483476302,287.12083,-64.359076,69,25,190828.99-642132.6,57180.7598,0,0,2,1,1,0.526,,,,,,,,,,,,,,,,,20.0517,0.0311,20.2234,0.2592,19.3669,0.0264,19.4603,0.2052,10.5,483476300
☄,541.16,483460521,286.827905,-64.630897,28,54,190718.69-643751.2,57180.7708,0,0,2,1,1,0.858,,,,,,,,,,,,,,,,,18.9944,0.017,19.0416,0.0872,18.4934,0.0254,18.5178,0.0929,15,
