	r_cntr	object_id	raj2000	dej2000	e_raj2000	e_dej2000	smss_j	mean_epoch	flags	nimaflags	ngood	ngood_min	nch_max	class_star	u_psf	e_u_psf	u_petro	e_u_petro	v_psf	e_v_psf	v_petro	e_v_petro	g_psf	e_g_psf	g_petro	e_g_petro	r_psf	e_r_psf	r_petro	e_r_petro	i_psf	e_i_psf	i_petro	e_i_petro	z_psf	e_z_psf	z_petro	e_z_petro	prox	prox_id
☄	455.5	458068713	135.365132	-70.020714	179	55	090127.63-700114.5	57751.575	0	0	2	1	1	0.491													20.3611	0.0135	20.466	0.1906	19.5382	0.029	19.7709	0.1582					15.0	
☄	455.51	458068808	135.351528	-69.960915	43	51	090124.36-695739.2	57640.908	2	0	18	4	1	0.959									20.3075	0.0209	20.0923	0.0634	19.3102	0.0167	19.1775	0.2014	18.3333	0.032	18.0098	0.0895	17.9706	0.0392	17.7615	0.0817	4.0	458068807
☄	455.52	458080889	134.650623	-70.04196	36	36	085836.14-700231.0	57758.538	0	0	1	1	1	0.969									18.792	0.012	18.8196	0.0415													15.0	
☄	455.59	458068577	135.367857	-70.014024	41	43	090128.28-700050.4	57749.5932	0	0	4	1	1	0.825													20.215	0.0399	19.9732	0.146	19.4625	0.067	18.8869	0.1141					12.2	458068578
☄	455.64	458068707	135.360479	-70.02897	74	63	090126.51-700144.2	57590.0455	0	3	4	2	1	0.554													20.1397	0.0782	19.9653	0.1227	19.4169	0.0471	19.1204	0.1964					15.0	
☄	455.74	458080545	134.721519	-69.916823	21	24	085853.16-695500.5	57557.7739	0	0	28	1	1	0.983					18.8152	0.0388	19.0934	0.148	17.7549	0.0148	17.7931	0.0099	17.3793	0.0063	17.4155	0.0136	17.1304	0.0136	17.2133	0.0165	17.0943	0.013	17.2267	0.0288	11.1	458080546
☄	455.94	458076938	134.792616	-70.105045	23	66	085910.22-700618.1	57579.4109	0	0	7	2	1	0.824													20.5534	0.0128	20.7102	0.1422	19.1979	0.0194	19.4154	0.0999	18.5237	0.0527	18.7477	0.2016	8.8	458076990
☄	456.17	458072645	134.913778	-69.876786	32	87	085939.30-695236.4	57769.952	0	0	8	2	1	0.689									20.8684	0.0316	21.0281	0.1245	20.1267	0.0557	20.2438	0.1261	19.5158	0.0137	19.6606	0.1282					14.0	458072644
☄	456.21	458072679	134.837335	-69.886214	13	26	085920.96-695310.3	57596.8634	0	0	16	3	1	0.979									19.3624	0.0154	19.4587	0.0335	18.5638	0.0064	18.6145	0.0222	17.9896	0.0302	17.9654	0.0551	17.7962	0.0137	17.9035	0.0576	10.8	458072683
☄	456.24	458076604	134.988428	-70.126672	43	24	085957.22-700736.0	57561.8546	0	0	21	1	1	0.982					19.2686	0.038	19.5321	0.1456	18.278	0.0089	18.3117	0.0167	17.9352	0.0136	17.9486	0.0229	17.7551	0.0092	17.7285	0.0307	17.6795	0.0079	17.6548	0.0366	15.0	
